Семейство,Введённое название,Принятое название,Висимский заповедник,Жигулевский заповедник,,,,,,Семейство,Введённое название,Принятое название,Висимский заповедник,Жигулевский заповедник
Paeoniaceae,Paeonia anomala L.,Paeonia anomala L., + ,-,,,,,,Boraginaceae,Myosotis sylvatica Ehrh. ex Hoffm.,Myosotis sylvatica Hoffm., + ,-
Papaveraceae ,Chelidonium majus L. ,,-,+,,,,,,Caryophyllaceae ,Myosoton aquaticum (L.) Moench ,,-,+
Parnassiaceae,Parnassia palustris L.,Parnassia palustris L., + ,+,,,,,,Ranunculaceae,Myosurus minimus L. ,,-,+
Pinaceae,Abies sibirica Ledeb.,Abies sibirica Ledeb., + ,-,,,,,,Haloragaceae ,Myriophyllum spicatum L. ,,-,+
Pinaceae,Larix sibirica Ledeb.,Larix sibirica Ledeb., + ,-,,,,,,Haloragaceae ,Myriophyllum verticillatum L.,,-,+
Pinaceae,Picea obovata Ledeb.,Picea obovata Ledeb., + ,-,,,,,,Najadaceae,Najada marina L.,,-,+
Pinaceae,Pinus sibirica Du Tour,Pinus sibirica Du Tour, + ,-,,,,,,Poaceae (Gramineae),Nardus stricta L.,Nardus stricta L., + ,-
Pinaceae,Pinus sylvestris L.,Pinus sylvestris L., + ,+,,,,,,Primulaceae,Naumburgia thyrsiflora (L.) Reichenb.,Lysimachia thyrsiflora L., + ,+
Plantaginaceae,Plantago major L.,Plantago major L., + ,+,,,,,,Orchidaceae,Neottia nidus-avis (L.) Rich.  ,,-,+
Plantaginaceae,Plantago media L.,Plantago media L., + ,+,,,,,,Lamiaceae (Labiatae),Nepeta cataria L. ,,-,+
Plantaginaceae ,Plantago cornuti Gouan  ,,-,+,,,,,,Lamiaceae (Labiatae),Nepeta pannonica L.,,-,+
Plantaginaceae ,Plantago lanceolata L.,,-,+,,,,,,Brassicaceae (Cruciferae),Neslia paniculata (L.) Desv.,Neslia paniculata (L.) Desv., + ,+
Plantaginaceae ,Plantago maxima Juss. ex Jacq.,,-,+,,,,,,Boraginaceae,Nonea rossica Stev. ,,-,+
Plantaginaceae ,Plantago sphaerostachya (Mert. et Koch) A. Kerner,,-,+,,,,,,Nymphaeaceae,Nuphar lutea (L.) Smith,Nuphar lutea (L.) Sm., + ,+
Plantaginaceae ,Plantago uliginosa F.W. Schmidt,,-,+,,,,,,Nymphaeaceae,Nuphar pumila (Timm) DC.,Nuphar pumila (Timm) DC., + ,-
Plantaginaceae ,Plantago urvillei Opiz,,-,+,,,,,,Nymphaeaceae,Nymphaea alba L.,,-,+
Plantaginaceae ,Psyllium arenarium (Waldst. et Kit.) Mirb. ,,-,+,,,,,,Nymphaeaceae,Nymphaea candida J. et C. Presl,,-,+
Poaceae (Gramineae),Agrostis canina L.,Agrostis canina L., + ,+,,,,,,Caryophyllaceae,Oberna behen (L.) Ikonn. ,Silene vulgaris (Moench) Garcke, + ,+
Poaceae (Gramineae),Agrostis clavata Trin.,Agrostis clavata Trin., + ,-,,,,,,Caryophyllaceae ,Oberna procumbrns (Murr.) Ikonn.,,-,+
Poaceae (Gramineae),Agrostis stolonifera L.,Agrostis stolonifera L., + ,+,,,,,,Scrophulariaceae,Odontites vulgaris Moench ,,-,+
Poaceae (Gramineae),Agrostis tenuis Sibth.,Agrostis capillaris L., + ,+,,,,,,Apiaceae (Umbelliferae),Oenanthe aquatica (L.) Poir. ,,-,+
Poaceae (Gramineae),Alopecurus aequalis Sobol.,Alopecurus aequalis Sobol., + ,+,,,,,,Onagraceae,Oenothera biennis L. ,,-,+
Poaceae (Gramineae),Alopecurus pratensis L.,Alopecurus pratensis L., + ,+,,,,,,Onagraceae,Oenothera villosa Thunb.,,-,+
Poaceae (Gramineae),Anthoxanthum odoratum L.,Anthoxanthum odoratum L., + ,+,,,,,,Asteraceae (Compositae),Omalotheca sylvatica (L.) Sch. Bip. et F.Schultz,Gnaphalium sylvaticum L., + ,+
Poaceae (Gramineae),Avena sativa L.,Avena sativa L., + ,+,,,,,,Fabaceae (Leguminosae),Onobrychis arenaria (Kit.) DC. ,,-,+
Poaceae (Gramineae),Brachypodium pinnatum (L.) Beauv.,Brachypodium pinnatum (L.) P.Beauv., + ,+,,,,,,Fabaceae (Leguminosae),Ononis arvensis L. ,,-,+
Poaceae (Gramineae),Briza media L.,Briza media L., + ,-,,,,,,Asteraceae (Compositae),Onopordum acanthium L. ,,-,+
Poaceae (Gramineae),Bromopsis inermis (Leyss.) Holub,Bromus inermis Leyss., + ,+,,,,,,Boraginaceae,Onosma simplicissima L. ,,-,+
Poaceae (Gramineae),Calamagrostis arundinaceae (L.) Roth,Calamagrostis arundinacea (L.) Roth, + ,+,,,,,,Lamiaceae (Labiatae),Origanum vulgare L. ,,-,+
Poaceae (Gramineae),Calamagrostis epigeios (L.) Roth,Calamagrostis epigeios (L.) Roth, + ,+,,,,,,Orobanchaceae,Orobanche alba Steph. ,,-,+
Poaceae (Gramineae),Calamagrostis langsdorffii (Link) Trin.,Calamagrostis purpurea (Trin.) Trin., + ,-,,,,,,Orobanchaceae,Orobanche alsatica Kirschl.,,-,+
Poaceae (Gramineae),Calamagrostis obtusata Trin.,Calamagrostis obtusata Trin., + ,-,,,,,,Orobanchaceae,Orobanche bartlingii Griseb.,,-,+
Poaceae (Gramineae),Cinna latifolia (Trevir.) Griseb.,Cinna latifolia (Trevir.) Griseb., + ,+,,,,,,Orobanchaceae,Orobanche coerulescens Steph.,,-,+
Poaceae (Gramineae),Dactylis glomerata L.,Dactylis glomerata L., + ,+,,,,,,Orobanchaceae,Orobanche cumana Wallr.,,-,+
Poaceae (Gramineae),Deschampsia cespitosa (L.) Beauv.,Deschampsia cespitosa (L.) P.Beauv., + ,+,,,,,,Orobanchaceae,Orobanche elatior Sutt.,,-,+
Poaceae (Gramineae),Elymus caninus (L.) L.,Elymus caninus (L.) L., + ,+,,,,,,Orobanchaceae,Orobanche krylowii Beck,Orobanche elatior Sutton, + ,-
Poaceae (Gramineae),Elytrigia repens (L.) Nevski,Elymus repens (L.) Gould, + ,-,,,,,,Orobanchaceae,Orobanche lutea Baumg.,,-,+
Poaceae (Gramineae),Festuca altissima All.,Festuca altissima All., + ,+,,,,,,Pyrolaceae,Orthilia secunda (L.) House (= Ramischia secunda (L.) Garcke),Orthilia secunda (L.) House, + ,+
Poaceae (Gramineae),Festuca pratensis Huds.,Festuca pratensis Huds., + ,+,,,,,,Caryophyllaceae ,Otites baschkirorum (Janisch.) Holub ,,-,+
Poaceae (Gramineae),Festuca rubra L.,Festuca rubra L., + ,+,,,,,,Caryophyllaceae ,Otites borysthenica (Grum.) Klok.,,-,+
Poaceae (Gramineae),Festuca richardsonii Hook. (= F. kirelowii Steud.),Festuca richardsonii Hook., + ,-,,,,,,Caryophyllaceae ,Otites wolgensis (Hornem.) Grossh.,,-,+
Poaceae (Gramineae),Glyceria lithuanica (Gorski) Gorski,Glyceria lithuanica (Gorski) Gorski, + ,-,,,,,,Oxalidaceae,Oxalis acetosella L.,Oxalis acetosella L., + ,+
Poaceae (Gramineae),Glyceria notata Chevall. (= G. plicata (Fries) Fries),Glyceria notata Chevall., + ,+,,,,,,Ericaceae,Oxycoccus microcarpus Turcz. ex Rupr.,Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh., + ,-
Poaceae (Gramineae),Glyceria triflora (Korsh.) Kom.,Glyceria arundinacea Kunth, + ,-,,,,,,Ericaceae,Oxycoccus palustris Pers.,Vaccinium oxycoccos L., + ,+
Poaceae (Gramineae),Hierochloe odorata (L.) Beauv.,Hierochloe odorata (L.) P.Beauv., + ,+,,,,,,Fabaceae (Leguminosae),Oxytropis pilosa (L.) DC. ,,-,+
Poaceae (Gramineae),Lolium temulentum L.,Lolium temulentum L., + ,-,,,,,,Rosaceae,Padus avium Mill.,Prunus padus L., + ,+
Poaceae (Gramineae),Melica nutans L.,Melica nutans L., + ,+,,,,,,Paeoniaceae,Paeonia anomala L.,Paeonia anomala L., + ,-
Poaceae (Gramineae),Milium effusum L.,Milium effusum L., + ,+,,,,,,Urticaceae,Parietaria micrantha Ledeb. ,,-,+
Poaceae (Gramineae),Nardus stricta L.,Nardus stricta L., + ,-,,,,,,Trilliaceae,Paris quadrifolia L.,Paris quadrifolia L., + ,+
Poaceae (Gramineae),Phalaroides arundinacea (L.) Rauschert,Phalaris arundinacea L., + ,+,,,,,,Parnassiaceae,Parnassia palustris L.,Parnassia palustris L., + ,+
Poaceae (Gramineae),Phleum pratense L.,Phleum pratense L., + ,+,,,,,,Vitaceae ,Parthenocissus inserta (A. Kern.) Fritsch ,,-,+
Poaceae (Gramineae),Poa angustifolia L.,Poa angustifolia L., + ,+,,,,,,Vitaceae ,Parthenocissus quinquefolia (L.) Planch.,,-,+
Poaceae (Gramineae),Poa annua L.,Poa annua L., + ,+,,,,,,Apiaceae (Umbelliferae),Pastinaca sativa L.,,-,+
Poaceae (Gramineae),Poa compressa L.,Poa compressa L., + ,+,,,,,,Apiaceae (Umbelliferae),Pastinaca sylvestris Mill.,,-,+
Poaceae (Gramineae),Poa nemoralis L.,Poa nemoralis L., + ,+,,,,,,Scrophulariaceae,Pedicularis dasystachys Schrenk ,,-,+
Poaceae (Gramineae),Poa palustris L.,Poa palustris L., + ,+,,,,,,Scrophulariaceae,Pedicularis kaufmannii Pinzg.,,-,+
Poaceae (Gramineae),Poa pratensis L.,Poa pratensis L., + ,+,,,,,,Scrophulariaceae,Pedicularis uralensis Vved.,Pedicularis uralensis Vved., + ,-
Poaceae (Gramineae),Poa remota Forselles,Poa remota Forselles, + ,+,,,,,,Lythraceae ,Peplis portula L. ,,-,+
Poaceae (Gramineae),Poa sibirica Roshev.,Poa sibirica Roshev., + ,-,,,,,,Polygonaceae,Persicaria amphibia (L.) S.F. Gray ,,-,+
Poaceae (Gramineae),Poa supina Schrad.,Poa supina Schrad., + ,-,,,,,,Polygonaceae,Persicaria hydropiper (L.) Spach (= Polygonum hydropiper L.),Persicaria hydropiper (L.) Delarbre, + ,+
Poaceae (Gramineae),Poa trivialis L.,Poa trivialis L., + ,+,,,,,,Polygonaceae,Persicaria lapathifolia (L.) Gray,Persicaria lapathifolia (L.) Delarbre, + ,+
Poaceae (Gramineae),Secale cereale L.,Secale cereale L., + ,+,,,,,,Polygonaceae,Persicaria maculosa S. F. Gray,,-,+
Poaceae (Gramineae),Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud., + ,-,,,,,,Polygonaceae,Persicaria minor (Huds.) Opiz,Persicaria minor (Huds.) Opiz, + ,+
Poaceae (Gramineae),Calamagrostis pavlovii Roshev. (C. obtusata × C. purpurea s.l.),Calamagrostis pavlovii (Roshev.) Roshev., + ,-,,,,,,Polygonaceae,Persicaria tomentosa (Schrank) Bicknell,,-,+
Poaceae (Gramineae),Calamagrostis purpurea (Trin.) Trin.,Calamagrostis purpurea (Trin.) Trin., + ,-,,,,,,Asteraceae (Compositae),Petasites radiatus (J.F.Gmel.) J.Toman,Petasites radiatus (J.F.Gmel.) J.Toman, + ,-
Poaceae (Gramineae),Avenella flexuosa (L.) Drej.,Deschampsia flexuosa (L.) Trin., + ,-,,,,,,Asteraceae (Compositae),Petasites spurius (Retz.) Reichenb. ,,-,+
Poaceae (Gramineae),"Agropyron desertorum (Fisch, ex Link) Schult.  ",,-,+,,,,,,Apiaceae (Umbelliferae),Peucedanum oreoselinum (L.) Moench ,,-,+
Poaceae (Gramineae),Agropyron pectinatum (Bieb.) Beauv. ,,-,+,,,,,,Apiaceae (Umbelliferae),Peucedanum ruthenicum Bieb. ,,-,+
Poaceae (Gramineae),Agropyron gigantea Roth  ,,-,+,,,,,,Hydrophyllaceae,Phacelia tanacetifolia Benth.,,-,+
Poaceae (Gramineae),Agropyron vinealis Schreb.  ,,-,+,,,,,,Poaceae (Gramineae),Phalaroides arundinacea (L.) Rauschert,Phalaris arundinacea L., + ,+
Poaceae (Gramineae),Alopecurus arundinaceus Poir.  ,,-,+,,,,,,Thelypteridaceae,Phegopteris connectilis (Michx.) Watt,Phegopteris connectilis (Michx.) Watt, + ,+
Poaceae (Gramineae), Alopecurus geniculatus L.,,-,+,,,,,,Orobanchaceae,Phelipanche laevis (L.) Holub ,,-,+
Poaceae (Gramineae),Anisantha tectorum (L.) Nevski  ,,-,+,,,,,,Orobanchaceae,Phelipanche lanuginosa (C.A. Mey.),,-,+
Poaceae (Gramineae),Avena fatua L. ,,-,+,,,,,,Orobanchaceae,Phelipanche purpurea (Jacq.) Sojak,,-,+
Poaceae (Gramineae),Beckmannia eruciformis (L.) Host  ,,-,+,,,,,,Poaceae (Gramineae),Phleum nodosum L.,,-,+
Poaceae (Gramineae),Brachypodium sylvaticum (Huds.) Beauv. ,,-,+,,,,,,Poaceae (Gramineae),Phleum phleoides (L.) Karst.,,-,+
Poaceae (Gramineae),Bromopsis benekeni (Lange) Holub ,,-,+,,,,,,Poaceae (Gramineae),Phleum pratense L.,Phleum pratense L., + ,+
Poaceae (Gramineae),Bromopsis riparia (Rehm.) Holub,,-,+,,,,,,Lamiaceae (Labiatae),Phlomoides tuberosa (L.) Moench ,,-,+
Poaceae (Gramineae),Bromus arvensis L.  ,,-,+,,,,,,Polemoniaceae,Phlox paniculata L. ,,-,+
Poaceae (Gramineae),Bromus japonicus Thunb.,,-,+,,,,,,Poaceae (Gramineae),Phragmites altissimus (Benth.) Nabille ,,-,+
Poaceae (Gramineae),Bromus squarrosus L.,,-,+,,,,,,Poaceae (Gramineae),Phragmites australis,,-,+
Poaceae (Gramineae),Calamagrostis canescens (Web.) Roth  ,,-,+,,,,,,Poaceae (Gramineae),Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud., + ,-
Poaceae (Gramineae),Calamagrostis glomerata Boiss. et Buhse,,-,+,,,,,,Rosaceae,Physocarpus opulifolius (L.) Maxim. ,,-,+
Poaceae (Gramineae),"Calamagrostis neglecta (Ehrh.) Gaertn., Mey. et Scherb.",,-,+,,,,,,Pinaceae,Picea obovata Ledeb.,Picea obovata Ledeb., + ,-
Poaceae (Gramineae),Catabrosa aquatica (L.) Beauv.  ,,-,+,,,,,,Asteraceae (Compositae),Picris hieracioides L.,Picris hieracioides L., + ,+
Poaceae (Gramineae),Cleistogenes squarrosa (Trin.) Keng ,,-,+,,,,,,Asteraceae (Compositae),Pilosella × auriculoides (Láng) F. Schultz,,-,+
Poaceae (Gramineae),Crypsis alopecuroides (Pill. et Mitt.) Schrad.,,-,+,,,,,,Asteraceae (Compositae),Pilosella × bifurca (Bieb.) F. Schultz et Sch. Bip.,,-,+
Poaceae (Gramineae),Crypsis schoenoides (L.) Lam.  ,,-,+,,,,,,Asteraceae (Compositae),Pilosella × calodon (Tausch ex Peter) Soják,,-,+
Poaceae (Gramineae),Dactylis polygama Horvat.,,-,+,,,,,,Asteraceae (Compositae),Pilosella × dubia (L.) Fries,Pilosella dubia (L.) F.W.Schultz & Sch.Bip., + ,-
Poaceae (Gramineae),Digitaria ischaemum (Schreb.) Muehl  ,,-,+,,,,,,Asteraceae (Compositae),Pilosella × glomerata (Froel.) Fries,Pilosella glomerata (Froel.) Fr., + ,-
Poaceae (Gramineae),Echinochloa caudata Roshev.  ,,-,+,,,,,,Asteraceae (Compositae),Pilosella aggr. vaillantii (Trausch) Sojak,Pilosella vaillantii (Tausch) Soják, + ,-
Poaceae (Gramineae),Echinochloa crusgalli (L.) Beauv.  ,,-,+,,,,,,Asteraceae (Compositae),Pilosella asiatica (Naeg. et Peter) Schljak. ,,-,+
Poaceae (Gramineae),Elymus fibrosus (Schrenk) Tzvel. ,,-,+,,,,,,Asteraceae (Compositae),Pilosella caespitosa (Dumort.) P.D. Sell et C. West,,-,+
Poaceae (Gramineae),Elymus intermedia (Host) Nevski,,-,+,,,,,,Asteraceae (Compositae),Pilosella cymosa (L.) F.W. Schultz & Sch. Bip.,Pilosella cymosa (L.) F.W.Schultz & Sch.Bip., + ,+
Poaceae (Gramineae),Elymus lolioides (Kar. et Kir.) Nevski ,,-,+,,,,,,Asteraceae (Compositae),Pilosella echioides (Lumn.) F. Schultz et Sch. Bip.,,-,+
Poaceae (Gramineae),Elymus prunifera Nevski,,-,+,,,,,,Asteraceae (Compositae),Pilosella officinarum F. Schultz et Sch. Bip.,,-,+
Poaceae (Gramineae),Elymus repens (L.) Nevski,,-,+,,,,,,Asteraceae (Compositae),Pilosella onegensis Norrl. (= Hieracium onegense (Norrl.) Norrl.),Pilosella onegensis Norrl., + ,-
Poaceae (Gramineae),Elymus trichophora (Link) Nevski,,-,+,,,,,,Asteraceae (Compositae),Pilosella procera (Fries)  F. Schultz et Sch. Bip.,,-,+
Poaceae (Gramineae),Eragrostis minor Host ,,-,+,,,,,,Asteraceae (Compositae),Pilosella samarica (Zahn) Schliak.,,-,+
Poaceae (Gramineae),Eragrostis pilosa (L.) Beauv. ,,-,+,,,,,,Asteraceae (Compositae),Pilosella trichocymosa (Zahn) Schliak. ,,-,+
Poaceae (Gramineae),Eragrostis suaveolens A.Beck. ex Claus ,,-,+,,,,,,Asteraceae (Compositae),Pilosella vaillantit (Tausch) Sojak,,-,+
Poaceae (Gramineae),Eremopyrum orientale (L.) Jaub. et Spach,,-,+,,,,,,Apiaceae (Umbelliferae),Pimpinella saxifraga L.,Pimpinella saxifraga L., + ,+
Poaceae (Gramineae), Eremopyrum triticeum (Gaertn.) Nevski,,-,+,,,,,,Apiaceae (Umbelliferae),Pimpinella tragium Vill.,,-,+
Poaceae (Gramineae),Festuca gigantea (L.) Vill.,,-,+,,,,,,Pinaceae,Pinus sibirica Du Tour,Pinus sibirica Du Tour, + ,-
Poaceae (Gramineae),Festuca ovina L. ,,-,+,,,,,,Pinaceae,Pinus sylvestris L.,Pinus sylvestris L., + ,+
Poaceae (Gramineae),Festuca polesica Zapal.,,-,+,,,,,,Fabaceae (Leguminosae),Pisum arvense L. ,,-,+
Poaceae (Gramineae),Festuca pseudodalmatica Krajina,,-,+,,,,,,Fabaceae (Leguminosae),Pisum sativum L.,,-,+
Poaceae (Gramineae),Festuca pseudovina Hack. ex Wiesb.,,-,+,,,,,,Plantaginaceae ,Plantago cornuti Gouan  ,,-,+
Poaceae (Gramineae),Festuca regeliana Pavl.,,-,+,,,,,,Plantaginaceae ,Plantago lanceolata L.,,-,+
Poaceae (Gramineae),Festuca rupicola Heuff.,,-,+,,,,,,Plantaginaceae,Plantago major L.,Plantago major L., + ,+
Poaceae (Gramineae),Festuca taurica (Hack.) A.Kerner ex Trautv.,,-,+,,,,,,Plantaginaceae ,Plantago maxima Juss. ex Jacq.,,-,+
Poaceae (Gramineae),Festuca valesiaca Gaudin,,-,+,,,,,,Plantaginaceae,Plantago media L.,Plantago media L., + ,+
Poaceae (Gramineae),Festuca wolgensis P. Smir.,,-,+,,,,,,Plantaginaceae ,Plantago sphaerostachya (Mert. et Koch) A. Kerner,,-,+
Poaceae (Gramineae),Glyceria arundinacea Kunth,,-,+,,,,,,Plantaginaceae ,Plantago uliginosa F.W. Schmidt,,-,+
Poaceae (Gramineae),Glyceria fluitans (L.) R.Br. ,,-,+,,,,,,Plantaginaceae ,Plantago urvillei Opiz,,-,+
Poaceae (Gramineae),Glyceria maxima (C. Hartm.) Holmb. ,,-,+,,,,,,Orchidaceae,Platanthera bifolia (L.) Rich.,Platanthera bifolia (L.) Rich., + ,+
Poaceae (Gramineae),Helictotrichon desertorum (Less.) Nevski ,,-,+,,,,,,Apiaceae (Umbelliferae),Pleurospermum uralense Hoffm.,Pleurospermum uralense Hoffm., + ,-
Poaceae (Gramineae),Helictotrichon ubescens (Huds.) Pilg.,,-,+,,,,,,Poaceae (Gramineae),Poa angustifolia L.,Poa angustifolia L., + ,+
Poaceae (Gramineae),Helictotrichon schellianum (Hack.) Kitag.,,-,+,,,,,,Poaceae (Gramineae),Poa annua L.,Poa annua L., + ,+
Poaceae (Gramineae),Hierochloe repens (Host) Beauv. ,,-,+,,,,,,Poaceae (Gramineae),Poa bulbosa. L.,,-,+
Poaceae (Gramineae),Hordeum distichon L. ,,-,+,,,,,,Poaceae (Gramineae),Poa compressa L.,Poa compressa L., + ,+
Poaceae (Gramineae),Hordeum jubatum L.,,-,+,,,,,,Poaceae (Gramineae),Poa crispa Thuill.,,-,+
Poaceae (Gramineae),Koeleria cristata (L.) Pers. ,,-,+,,,,,,Poaceae (Gramineae),Poa nemoralis L.,Poa nemoralis L., + ,+
Poaceae (Gramineae),Koeleria glauca (Spreng.) DC.,,-,+,,,,,,Poaceae (Gramineae),Poa palustris L.,Poa palustris L., + ,+
Poaceae (Gramineae),Koeleria sabuletorum (Domin) Klok.,,-,+,,,,,,Poaceae (Gramineae),Poa pratensis L.,Poa pratensis L., + ,+
Poaceae (Gramineae),Koeleria sclerophylla P. Smirn.,,-,+,,,,,,Poaceae (Gramineae),Poa remota Forselles,Poa remota Forselles, + ,+
Poaceae (Gramineae),Leersia oryzoides (L.) Sw. ,,-,+,,,,,,Poaceae (Gramineae),Poa sibirica Roshev.,Poa sibirica Roshev., + ,-
Poaceae (Gramineae),Leymus karelinii (Turcz.) Tzvel.,,-,+,,,,,,Poaceae (Gramineae),Poa supina Schrad.,Poa supina Schrad., + ,-
Poaceae (Gramineae),Leymus racemosus (Lam.) Tzvel.,,-,+,,,,,,Poaceae (Gramineae),Poa sylvicola Guss.,,-,+
Poaceae (Gramineae),Melica altissima L. ,,-,+,,,,,,Poaceae (Gramineae),Poa tanfiljewi Roshev.,,-,+
Poaceae (Gramineae),Melica transsilvanica Schur ,,-,+,,,,,,Poaceae (Gramineae),Poa transbaicalica Roshev.,,-,+
Poaceae (Gramineae), Panicum miliaceum L. ,,-,+,,,,,,Poaceae (Gramineae),Poa trivialis L.,Poa trivialis L., + ,+
Poaceae (Gramineae), Panicum ruderale Kitag.,,-,+,,,,,,Polemoniaceae,Polemonium caeruleum L.,Polemonium caeruleum L., + ,+
Poaceae (Gramineae),Phleum nodosum L.,,-,+,,,,,,Chenopodiaceae,Polycnemum arvense L. ,,-,+
Poaceae (Gramineae),Phleum phleoides (L.) Karst.,,-,+,,,,,,Polygalaceae,Polygala comosa Schkuhr,Polygala comosa Schkuhr, + ,+
Poaceae (Gramineae),Phragmites altissimus (Benth.) Nabille ,,-,+,,,,,,Polygalaceae,Polygala cretacea Kotov,,-,+
Poaceae (Gramineae),Phragmites australis,,-,+,,,,,,Polygalaceae,Polygala sibirica L.,,-,+
Poaceae (Gramineae),Poa bulbosa. L.,,-,+,,,,,,Convallariaceae,Polygonatum adoratum (mill.) Druce,,-,+
Poaceae (Gramineae),Poa crispa Thuill.,,-,+,,,,,,Convallariaceae,Polygonatum odoratum (Mill.) Druce,Polygonatum odoratum (Mill.) Druce, + ,+
Poaceae (Gramineae),Poa sylvicola Guss.,,-,+,,,,,,Polygonaceae,Polygonum arenastrum Borenau,Polygonum arenastrum Boreau, + ,+
Poaceae (Gramineae),Poa tanfiljewi Roshev.,,-,+,,,,,,Polygonaceae,Polygonum aviculare L.,Polygonum aviculare L., + ,+
Poaceae (Gramineae),Poa transbaicalica Roshev.,,-,+,,,,,,Polygonaceae,Polygonum bellardii All.,,-,+
Poaceae (Gramineae),Puccinella distans (Jacq.) Parl. ,,-,+,,,,,,Polygonaceae,Polygonum calcatum Lindm.,,-,+
Poaceae (Gramineae),Puccinella gigantea (Grossh.) Grossh.,,-,+,,,,,,Polygonaceae,Polygonum neglectum Bess.,,-,+
Poaceae (Gramineae),Puccinella tenuissima Litv. ex V. Krecz.,,-,+,,,,,,Polygonaceae,Polygonum novoascanicum Klok.,,-,+
Poaceae (Gramineae),Scolochloa festucacea (Willd.) Link ,,-,+,,,,,,Polygonaceae,Polygonum patulum Bieb.,,-,+
Poaceae (Gramineae),Setaria pumila (Poir.) Schult. ,,-,+,,,,,,Polygonaceae,Polygonum volchovense Tzvel.,,-,+
Poaceae (Gramineae),Setaria viridis (L.) Beauv. ,,-,+,,,,,,Polypodiaceae,Polypodium vulgare L.,Polypodium vulgare L., + ,-
Poaceae (Gramineae),Sorghum sudanense (Piper) Stapf  ,,-,+,,,,,,Dryopteridaceae,Polystichum braunii (Spenn.) Fee,,-,+
Poaceae (Gramineae),Stipa anomala P. Smirn. ,,-,+,,,,,,Salicaceae,Populus alba L. ,,-,+
Poaceae (Gramineae),Stipa capillata L.,,-,+,,,,,,Salicaceae,Populus balsamifera L.,,-,+
Poaceae (Gramineae),Stipa korschinskyi Roshev.,,-,+,,,,,,Salicaceae,Populus deltoides Marsh.,,-,+
Poaceae (Gramineae),Stipa lessingiana Trin. et Rupr.,,-,+,,,,,,Salicaceae,Populus laurifolia Ledeb.,,-,+
Poaceae (Gramineae),Stipa pennata L.,,-,+,,,,,,Salicaceae,Populus nigra L.,,-,+
Poaceae (Gramineae),Stipa pulcherrima C. Koch,,-,+,,,,,,Salicaceae,Populus simonii Carr.,,-,+
Poaceae (Gramineae),Stipa tirsa Stev.,,-,+,,,,,,Salicaceae,Populus tremula L.,Populus tremula L., + ,+
Poaceae (Gramineae),Triticum aestivum L. ,,-,+,,,,,,Potamogetonaceae,Potamogeton acutifolius Link ,,-,+
Poaceae (Gramineae),Zea mays L.,,-,+,,,,,,Potamogetonaceae,Potamogeton alpinus Balb.,Potamogeton alpinus Balb., + ,-
Polemoniaceae,Polemonium caeruleum L.,Polemonium caeruleum L., + ,+,,,,,,Potamogetonaceae,Potamogeton berchtoldii Fieber,Potamogeton berchtoldii Fieber, + ,+
Polemoniaceae,Phlox paniculata L. ,,-,+,,,,,,Potamogetonaceae,Potamogeton compressus L.,,-,+
Polygalaceae,Polygala comosa Schkuhr,Polygala comosa Schkuhr, + ,+,,,,,,Potamogetonaceae,Potamogeton crispus L.,Potamogeton crispus L., + ,+
Polygalaceae,Polygala cretacea Kotov,,-,+,,,,,,Potamogetonaceae,Potamogeton filiformis Pers.,,-,+
Polygalaceae,Polygala sibirica L.,,-,+,,,,,,Potamogetonaceae,Potamogeton gramineus L.,Potamogeton gramineus L., + ,+
Polygonaceae,Aconogonon alpinum (All.) Schur,Persicaria alpina (All.) H.Gross, + ,+,,,,,,Potamogetonaceae,Potamogeton lucens L.,Potamogeton lucens L., + ,+
Polygonaceae,Bistorta major Gray,Persicaria bistorta (L.) Samp., + ,+,,,,,,Potamogetonaceae,Potamogeton natans L. ,,-,+
Polygonaceae,Fallopia convolvulus (L.) A.Love ( = Polygonum convolvulus L.),Fallopia convolvulus (L.) Á.Löve, + ,+,,,,,,Potamogetonaceae,Potamogeton nodosus Poir. ,,-,+
Polygonaceae,Persicaria hydropiper (L.) Spach (= Polygonum hydropiper L.),Persicaria hydropiper (L.) Delarbre, + ,+,,,,,,Potamogetonaceae,Potamogeton obtusifolius Mert. et Koch,,-,+
Polygonaceae,Persicaria lapathifolia (L.) Gray,Persicaria lapathifolia (L.) Delarbre, + ,+,,,,,,Potamogetonaceae,Potamogeton pectinats L.,,-,+
Polygonaceae,Persicaria minor (Huds.) Opiz,Persicaria minor (Huds.) Opiz, + ,+,,,,,,Potamogetonaceae,Potamogeton perfoliatus L.,Potamogeton perfoliatus L., + ,+
Polygonaceae,Polygonum arenastrum Borenau,Polygonum arenastrum Boreau, + ,+,,,,,,Potamogetonaceae,Potamogeton praelongus Wulfen,Potamogeton praelongus Wulfen, + ,+
Polygonaceae,Rumex acetosa L.,Rumex acetosa L., + ,-,,,,,,Potamogetonaceae,Potamogeton pusillus L.,Potamogeton pusillus L., + ,+
Polygonaceae,Rumex acetosella L.,Rumex acetosella L., + ,-,,,,,,Potamogetonaceae,Potamogeton trichoides Cham. et Schlecht.,,-,+
Polygonaceae,Rumex aquaticus L.,Rumex aquaticus L., + ,+,,,,,,Rosaceae,Potentilla anserina L.,Potentilla anserina L., + ,-
